1.1.8	21	8996361	αὐτὸν	αὐτός	pharr13	8996365
1.1.8	21	8996362	ἀμφὶ	ἀμφί	on both sides	8996365
1.1.8	21	8996363	τὰ	ὁ	pharr1	8996364
1.1.8	21	8996364	στρατεύματα	στράτευμα	an expedition	8996362
1.1.8	21	8996365	δαπανᾶν	δαπανάω	to spend	8996359
1.1.8	21	8996366	·	·	nodef	8996347
1.1.8	22	8996367	ὥστε	ὥστε	pharr19	8996369
1.1.8	22	8996368	οὐδὲν	οὐδείς	not one	8996369
1.1.8	22	8996369	ἤχθετο	ἔχθω	to hate	0
1.1.8	22	8996370	αὐτῶν	αὐτός	pharr13	8996369
1.1.8	22	8996371	πολεμούντων	πολεμέω	pharr23	8996370
1.1.8	22	8996372	.	.	nodef	8996367
1.1.8	23	8996373	καὶ	καί	pharr3	8996377
1.1.8	23	8996374	γὰρ	γάρ	pharr6	8996377
1.1.8	23	8996375	ὁ	ὁ	pharr1	8996376
1.1.8	23	8996376	Κῦρος	Κῦρος	Cyrus	8996377
1.1.8	23	8996377	ἀπέπεμπε	ἀποπέμπω	to send off	0
1.1.8	23	8996378	τοὺς	ὁ	pharr1	8996379
1.1.8	23	8996379	γιγνομένους	γίγνομαι	pharr26	8996380
1.1.8	23	8996380	δασμοὺς	δασμός	a division	8996379
1.1.8	23	8996381	βασιλεῖ	βασιλεύς	a king	8996377
1.1.8	23	8996382	ἐκ	ἐκ	pharr2	8996379
1.1.8	23	8996383	τῶν	ὁ	pharr1	8996384
1.1.8	23	8996384	πόλεων	πόλις	a city	8996382
1.1.8	23	8996385	ὧν	ὅς	pharr13	8996387
1.1.8	23	8996386	Τισσαφέρνους	Τισσαφέρνης	Tissaphernes	8996387
1.1.8	23	8996387	ἐτύγχανεν	τυγχάνω	(with gen.) to hit the mark	8996384
1.1.8	23	8996388	ἔχων	ἔχω	pharr10	8996387
1.1.8	23	8996389	.	.	nodef	8996373
1.1.9	24	8996390	ἄλλο	ἄλλος	pharr13	8996392
1.1.9	24	8996391	δὲ	δέ	pharr4	8996394
1.1.9	24	8996392	στράτευμα	στράτευμα	an expedition	8996394
1.1.9	24	8996393	αὐτῷ	αὐτός	pharr13	8996394
1.1.9	24	8996394	συνελέγετο	συλλέγω	to collect	0
1.1.9	24	8996395	ἐν	ἐν	pharr4	8996394
1.1.9	24	8996396	Χερρονήσῳ	Χερσόνησος	the (Thracian) Chersonese; the Crimea	8996395
1.1.9	24	8996397	τῇ	ὁ	pharr1	8996396
1.1.9	24	8996398	κατ’	κατά	pharr18	8996396
1.1.9	24	8996399	ἀντιπέρας	ἀντιπέρα	the opposite coast	8996400
1.1.9	24	8996400	Ἀβύδου	Ἄβυδος	Abydos	8996398
1.1.9	24	8996401	τόνδε	ὅδε	pharr14	8996403
1.1.9	24	8996402	τὸν	ὁ	pharr1	8996403
1.1.9	24	8996403	τρόπον	τρόπος	pharr21	8996394
1.1.9	24	8996404	.	.	nodef	8996390
1.1.9	25	8996405	Κλέαρχος	Κλέαρχος	Clearchus	8996408
1.1.9	25	8996406	Λακεδαιμόνιος	Λακεδαιμόνιος	Spartan	8996405
1.1.9	25	8996407	φυγὰς	φυγάς	pharr21	8996408
